ID	y0	y1	y2
HG01377	0.0941076375941352	0.396032105973031	0.789233838438043
HG01377	0.0915742262155446	0.516671946394385	0.777824827630126
HG01377	0.136979772729725	0.451091687723235	0.893270123876753
HG01377	0.119374209246337	0.595412248925952	0.742756216817583
HG01377	0.17486751870362	0.335533813764905	0.884776980350256
HG01377	0.0981222783733071	0.447280134025439	0.703789112012403
HG01377	0.0886903841586748	0.407204017917035	0.888259568533865
HG01377	0.0861005657012676	0.581467957070907	0.82274498238984
HG01377	0.108234878979786	0.488545344972912	0.787966678278154
HG01377	0.135214899061319	0.457644387734109	0.878543958381759
NA19923	0.196271788530076	0.101107212396477	0.281222152664763
NA19923	0.0915393716426661	0.325335257926445	0.0488630424983207
NA19923	0.185947973302657	0.154096380894494	0.209461456745054
NA19923	0.108032464000508	0.253231651661812	0.0512893148388404
NA19923	0.129273332417286	0.0933067059466958	0.208885267386428
NA19923	0.192651392752796	0.163153956974586	0.104338179463532
NA19923	0.0715901677112189	0.179967549356613	0.286720128851028
NA19923	0.0795464164980333	0.210963708799661	0.21304355735682
NA19923	0.254422027467891	0.167076794921926	0.11520043343682
NA19923	0.229338976169133	0.178457105302831	0.174697223972764
NA20581	0.0636966697866981	0.623758145798327	0.806421920128074
NA20581	0.159271400167468	0.552037818650987	0.637717012743817
NA20581	0.117386691331668	0.498207465919799	0.795071034620239
NA20581	0.187879042863166	0.405206555261224	0.769159095579523
NA20581	0.170138901345379	0.729499806096402	0.712576102291931
NA20581	0.101628877201305	0.613966204068738	0.615792500926177
NA20581	0.293673866998482	0.56978044214997	0.839819464501468
NA20581	0.113276541932788	0.624727586727498	0.764590681797387
NA20581	0.10506219423204	0.420206166926177	0.763778164756635
NA20581	0.137056424376618	0.611766500327469	0.843194546169902
NA20506	0.0927744814836428	0.474710507624624	0.947702903651573
NA20506	0.0820205921508874	0.543846448795027	0.839964262613559
NA20506	0.124988394712614	0.535187261022171	0.907573081513575
NA20506	0.106628959155679	0.392552788140437	0.75004852366095
NA20506	0.0493154897709697	0.491249961826346	0.865426199695027
NA20506	0.111471182907411	0.55103140965451	0.904488644589285
NA20506	0.0754897236110292	0.529770016079839	0.856962573039012
NA20506	0.187911192639545	0.509611628091499	0.943256492322965
NA20506	0.0537742446939877	0.31116137421934	0.801786091799672
NA20506	0.086742806296714	0.553964489313408	0.928028846141502
NA18502	0.0905103552571603	0.539042360939683	0.785191260446391
NA18502	0.0788273538854178	0.74795706754498	0.728437230665453
NA18502	0.167812016124574	0.63189214904272	0.819794467731394
NA18502	0.0823813138342703	0.527222355962627	0.738163039206169
NA18502	0.0497030466616427	0.566810415798769	0.918666296375852
NA18502	0.0522295703752661	0.593693789695953	0.627191806720863
NA18502	0.0743416189944042	0.745586127168425	0.718488580031025
NA18502	0.159316521807746	0.50900654164568	0.826221292747206
NA18502	0.0795134602871184	0.400358942795152	0.763697560820017
NA18502	0.262031837709451	0.603125758263578	0.784539778132271
HG00280	0.150412038645019	0.330743324200642	0.875216625751621
HG00280	0.131891344133113	0.372086888750139	0.927574062959215
HG00280	0.0491668929486118	0.18499774508636	0.932987560547417
HG00280	0.0470424674831856	0.630103253999167	0.924902599815181
HG00280	0.0985473977055469	0.493453565065024	0.93959566903951
HG00280	0.101696060194168	0.460974811686549	0.917090757882871
HG00280	0.135977807488588	0.366335019632607	0.760667673844812
HG00280	0.104047294127085	0.400932768286798	0.938614578760363
HG00280	0.0749733489251241	0.337149784647603	0.916646938536945
HG00280	0.16436555796703	0.487200277565234	0.820642514863259
NA19222	0.171847226668937	0.114656969898726	0.154061320967217
NA19222	0.0667605698312887	0.203933942354878	0.0787251100456337
NA19222	0.129594977961933	0.20837976646756	0.203750912725246
NA19222	0.149979126704831	0.162641419172354	0.214799098370207
NA19222	0.0834361221791132	0.119930357439747	0.266786287103212
NA19222	0.121642073107135	0.120164335985271	0.16973042697405
NA19222	0.052264650524996	0.0280773353804609	0.221306578575758
NA19222	0.0773730338872612	0.267828220715069	0.23517766111551
NA19222	0.11216095051159	0.103607106821007	0.131586218627635
NA19222	0.144195575604936	0.0484584707669897	0.118849291250516
NA18612	0.0981719921945778	0.397634795773965	0.862364124945024
NA18612	0.104229980505467	0.570420124376658	0.919664387335162
NA18612	0.0707760465245559	0.602540295885216	0.851351384714432
NA18612	0.135468999805562	0.620330283109888	0.787826364830568
NA18612	0.0834912817276506	0.669434143726293	0.748772414053569
NA18612	0.0988909703443844	0.591614190337293	0.967619263156595
NA18612	0.0704694564958902	0.539835027227448	0.872469074088192
NA18612	0.111499838862411	0.735438943440176	0.95115345280884
NA18612	0.0422495115584068	0.754269587549736	0.931887742385475
NA18612	0.237402036226697	0.809782468856433	0.886272661651669
NA18538	0.0749291329873276	0.291875307486808	0.917575167695889
NA18538	0.0485818955179371	0.480778451071573	0.847513860264964
NA18538	0.267711155753274	0.350716862742641	0.871132658204767
NA18538	0.0486852283828553	0.656122425944391	0.924759292078525
NA18538	0.164272933000972	0.547837812151697	0.886358872461302
NA18538	0.084046002174402	0.461149940357654	0.888562298302356
NA18538	0.105220546099297	0.346922416823057	0.928628372520935
NA18538	0.110987793531845	0.40146725398625	0.967797185216536
NA18538	0.10322286877969	0.539439895005402	0.86093180627479
NA18538	0.115891359469908	0.310652300511039	0.98308593650623
NA11830	0.0735868482236306	0.604713594139812	0.892621640570025
NA11830	0.109155201828898	0.472408832714256	0.803816741614183
NA11830	0.122030184047644	0.709921109880707	0.878822767249012
NA11830	0.058966045945128	0.716876137114896	0.89359874826719
NA11830	0.223046966728923	0.65323417736	0.869891852898662
NA11830	0.0508964028898295	0.624524437858004	0.874242241545423
NA11830	0.069503915328666	0.549258092457824	0.917324370384112
NA11830	0.132833013111696	0.692481604855757	0.906231092794106
NA11830	0.0503655205861894	0.528894685998336	0.92083787113253
NA11830	0.125471185946432	0.486413781115637	0.912289125283026
HG00332	0.157323708904703	0.479627015932787	0.742776722082387
HG00332	0.211952563435483	0.686014834387157	0.848041226147687
